fps,et
3,1716732595
20,1716732596
15,1716732597
16,1716732598
18,1716732599
21,1716732600
17,1716732601
19,1716732602
17,1716732603
21,1716732604
19,1716732605
22,1716732606
19,1716732607
17,1716732608
19,1716732609
19,1716732610
16,1716732611
18,1716732612
18,1716732613
17,1716732614
20,1716732615
18,1716732616
19,1716732617
20,1716732618
20,1716732619
20,1716732620
18,1716732621
16,1716732622
18,1716732623
20,1716732624
15,1716732625
17,1716732626
20,1716732627
16,1716732628
17,1716732629
17,1716732630
19,1716732631
8,1716732632
8,1716732633
12,1716732634
20,1716732635
19,1716732636
19,1716732637
15,1716732638
15,1716732639
20,1716732640
22,1716732641
18,1716732642
20,1716732643
18,1716732644
19,1716732645
20,1716732646
19,1716732647
20,1716732648
19,1716732649
19,1716732650
17,1716732651
20,1716732652
18,1716732653
15,1716732654
19,1716732655
0,1716732656
5,1716732657
17,1716732658
18,1716732659
19,1716732660
19,1716732661
18,1716732662
16,1716732663
19,1716732664
20,1716732665
18,1716732666
19,1716732667
18,1716732668
20,1716732669
19,1716732670
18,1716732671
18,1716732672
19,1716732673
17,1716732674
17,1716732675
19,1716732676
17,1716732677
16,1716732678
18,1716732679
16,1716732680
15,1716732681
19,1716732682
21,1716732683
16,1716732684
18,1716732685
16,1716732686
20,1716732687
11,1716732688
15,1716732689
20,1716732690
19,1716732691
18,1716732692
16,1716732693
16,1716732694
14,1716732695
16,1716732696
18,1716732697
19,1716732698
15,1716732699
18,1716732700
17,1716732701
18,1716732702
20,1716732703
13,1716732704
17,1716732705
19,1716732706
19,1716732707
16,1716732708
19,1716732709
17,1716732710
17,1716732711
20,1716732712
18,1716732713
16,1716732714
20,1716732715
18,1716732716
19,1716732717
19,1716732718
16,1716732719
19,1716732720
19,1716732721
16,1716732722
20,1716732723
21,1716732724
17,1716732725
19,1716732726
20,1716732727
15,1716732728
18,1716732729
17,1716732730
15,1716732731
20,1716732732
13,1716732733
17,1716732734
18,1716732735
18,1716732736
20,1716732737
18,1716732738
21,1716732739
19,1716732740
18,1716732741
19,1716732742
18,1716732743
19,1716732744
19,1716732745
19,1716732746
19,1716732747
20,1716732748
20,1716732749
13,1716732750
20,1716732751
19,1716732752
20,1716732753
20,1716732754
18,1716732755
18,1716732756
19,1716732757
18,1716732758
18,1716732759
20,1716732760
19,1716732761
17,1716732762
19,1716732763
20,1716732764
19,1716732765
17,1716732766
20,1716732767
19,1716732768
18,1716732769
20,1716732770
20,1716732771
18,1716732772
19,1716732773
19,1716732774
19,1716732775
20,1716732776
18,1716732777
21,1716732778
18,1716732779
19,1716732780
17,1716732781
12,1716732782
16,1716732783
22,1716732784
20,1716732785
19,1716732786
20,1716732787
20,1716732788
18,1716732789
19,1716732790
18,1716732791
20,1716732792
20,1716732793
17,1716732794
16,1716732795
19,1716732796
18,1716732797
19,1716732798
18,1716732799
21,1716732800
16,1716732801
19,1716732802
19,1716732803
19,1716732804
19,1716732805
18,1716732806
20,1716732807
19,1716732808
19,1716732809
18,1716732810
17,1716732811
18,1716732812
19,1716732813
16,1716732814
18,1716732815
16,1716732816
19,1716732817
19,1716732818
18,1716732819
18,1716732820
17,1716732821
18,1716732822
17,1716732823
20,1716732824
18,1716732825
20,1716732826
18,1716732827
21,1716732828
20,1716732829
13,1716732830
20,1716732831
19,1716732832
18,1716732833
17,1716732834
20,1716732835
20,1716732836
17,1716732837
